Год,Метка_норм,Категория дел,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2021,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",180,169,93.0,11,6.0,5,0,0.0,9460,56
2023,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",251,237,94.0,14,6.0,3,0,0.0,11008,46
2019,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",23,16,69.0,7,30.0,0,0,0.0,1360,85
2024,О присуждении компенсации за нарушение права на судопроизводство в разумный срок по делам об административных правонарушениях в судах областного уровня,О присуждении компенсации за нарушение права на судопроизводство в разумный срок по делам об административных правонарушениях в судах областного уровня,1,1,100.0,0,0.0,0,0,0.0,15,0
2018,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",53,40,75.5,13,24.5,1,0,0.0,1710,43
2020,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",75,71,94.0,4,5.0,7,0,0.0,4752,67
2022,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",277,252,90.0,25,9.0,2,0,0.0,13762,54
2021,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",189,188,99.0,1,0.0,0,0,0.0,6514,35
2023,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",218,213,98.0,5,2.0,4,0,0.0,17421,82
2019,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",19,18,94.0,1,5.0,0,0,0.0,495,27
2024,о присуждении компенсации за нарушение права на исполнение судебного акта судов областного уровня в разумный срок,о присуждении компенсации за нарушение права на исполнение судебного акта судов областного уровня в разумный срок,517,471,91.0,46,8.0,18,0,0.0,28170,59
2018,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",4,4,100.0,0,0.0,1,0,0.0,235,59
2020,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",73,69,94.0,4,5.0,2,0,0.0,3226,47
2022,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",201,196,97.0,5,2.0,2,0,0.0,11046,56
2021,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,25,24,96.0,1,4.0,1,0,0.0,1472,61
2023,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,4,2,50.0,2,50.0,0,0,0.0,20,10
2019,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,29,18,62.0,11,37.0,1,0,0.0,0,0
2024,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня, предусматривающего обращение взыскания на средства бюджетов",302,266,88.0,36,11.0,18,0,0.0,11036,41
2018,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,11,7,63.6,4,36.4,1,0,0.0,90,13
2020,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,189,175,92.0,14,7.0,4,0,0.0,8822,50
2022,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,9,5,55.0,4,44.0,1,0,0.0,50,10
2024,"О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера","О присуждении компенсации за нарушение права на исполнение решений судов областного уровня , возлагающего на органы государственной власти обязанность исполнить иные требования имущественного характера и (или) требования неимущественного характера",215,205,95.0,10,4.0,0,0,0.0,17134,83
2021,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,2,2,100.0,0,0.0,1,0,0.0,0,0
2024,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,Прочие о присуждении компенсации за нарушение права на судопроизводство в разумный срок,7,7,100.0,0,0.0,0,0,0.0,100,14
2018,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,1,1,100.0,0,0.0,0,0,0.0,0,0
2022,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,1,1,100.0,0,0.0,0,0,0.0,0,0
2021,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,46,43,93.0,3,6.0,14,0,0.0,0,0
2023,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,8,8,100.0,0,0.0,0,0,0.0,0,0
2019,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,194,189,97.0,5,2.0,11,0,0.0,0,0
2018,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,150,146,97.3,4,2.7,15,0,0.0,0,0
2020,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,107,106,99.0,1,0.0,9,0,0.0,0,0
2022,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,44,43,97.0,1,2.0,5,0,0.0,0,0
2021,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,62,61,98.0,1,1.0,5,0,0.0,0,0
2023,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,83,79,95.0,4,5.0,5,0,0.0,0,0
2019,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,131,123,93.0,8,6.0,7,0,0.0,0,0
2024,О приостановлении деятельности политических партий,О приостановлении деятельности политических партий,1,1,100.0,0,0.0,0,0,0.0,0,0
2018,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,126,120,95.2,6,4.8,8,0,0.0,0,0
2020,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,75,74,98.0,1,1.0,8,0,0.0,0,0
2022,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,168,160,95.0,8,4.0,11,0,0.0,0,0
2021,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,1,1,100.0,0,0.0,0,0,0.0,0,0
2019,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,1,1,100.0,0,0.0,0,0,0.0,0,0
2024,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,О приостановлении деятельности регионального отделения или иных структурных подразделений партии,3,3,100.0,0,0.0,0,0,0.0,0,0
2018,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,3,3,100.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации политических партий,О ликвидации политических партий,4,4,100.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации политических партий,О ликвидации политических партий,3,3,100.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации политических партий,О ликвидации политических партий,14,14,100.0,0,0.0,0,0,0.0,0,0
2024,О приостановлении деятельности иных организаций,О приостановлении деятельности иных организаций,56,55,98.0,1,1.0,6,0,0.0,46,0
2018,О ликвидации политических партий,О ликвидации политических партий,3,2,66.7,1,33.3,0,0,0.0,0,0
2020,О ликвидации политических партий,О ликвидации политических партий,18,18,100.0,0,0.0,0,0,0.0,0,0
2022,О ликвидации политических партий,О ликвидации политических партий,2,2,100.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,35,35,100.0,0,0.0,5,0,0.0,0,0
2023,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,30,30,100.0,0,0.0,1,0,0.0,0,0
2019,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,102,99,97.0,3,2.0,6,0,0.0,0,0
2024,Об ограничении доступа к аудиовизуальному сервису,Об ограничении доступа к аудиовизуальному сервису,1,1,100.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,91,91,100.0,0,0.0,8,0,0.0,0,0
2020,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,80,79,98.0,1,1.0,8,0,0.0,0,0
2022,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,48,48,100.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,647,628,97.0,19,2.0,22,0,0.0,6,0
2023,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,453,435,96.0,18,4.0,27,0,0.0,6,0
2019,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,852,827,97.0,25,2.0,38,0,0.0,1033,1
2024,О ликвидации политических партий,О ликвидации политических партий,1,1,100.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,807,780,96.7,27,3.3,27,0,0.0,12,0
2020,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,484,462,95.0,22,4.0,22,0,0.0,6,0
2022,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,837,807,96.0,30,3.0,38,0,0.0,6,0
2021,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,48,45,93.0,3,6.0,2,0,0.0,0,0
2023,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,42,42,100.0,0,0.0,2,0,0.0,0,0
2019,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,108,104,96.0,4,3.0,20,0,0.0,0,0
2024,О ликвидации регионального отделения или иных структурных подразделений партии,О ликвидации регионального отделения или иных структурных подразделений партии,10,10,100.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,105,103,98.1,2,1.9,18,0,0.0,0,0
2020,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,71,65,91.0,6,8.0,4,0,0.0,0,0
2022,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,67,63,94.0,4,5.0,5,0,0.0,0,0
2021,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,2,2,100.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,4,4,100.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,10,10,100.0,0,0.0,1,0,0.0,0,0
2024,О ликвидации местных общественных объединений,О ликвидации местных общественных объединений,420,405,96.0,15,3.0,28,0,0.0,6,0
2018,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,13,12,92.3,1,7.7,2,0,0.0,0,0
2020,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,5,3,60.0,2,40.0,1,0,0.0,0,0
2022,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,9,9,100.0,0,0.0,3,0,0.0,0,0
2021,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,1,1,100.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,О ликвидации региональных общественных объединений,О ликвидации региональных общественных объединений,72,71,98.0,1,1.0,6,0,0.0,0,0
2018,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,2,2,100.0,0,0.0,0,0,0.0,0,0
2020,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,1,1,100.0,0,0.0,0,0,0.0,0,0
2022,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,5,5,100.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,2,2,100.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,О ликвидации межрегиональных общественных объединений,О ликвидации межрегиональных общественных объединений,3,3,100.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,1,1,100.0,0,0.0,0,0,0.0,0,0
2022,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,23,23,100.0,0,0.0,1,0,0.0,0,0
2023,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,37,37,100.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,24,23,95.0,1,4.0,0,0,0.0,0,0
2024,О ликвидации общероссийских общественных объединений,О ликвидации общероссийских общественных объединений,0,0,0.0,0,0.0,1,0,0.0,0,0
2018,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,13,13,100.0,0,0.0,1,0,0.0,0,0
2020,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,31,30,96.0,1,3.0,0,0,0.0,0,0
2022,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,35,35,100.0,0,0.0,1,0,0.0,0,0
2021,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,1,1,100.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,1,1,100.0,0,0.0,0,0,0.0,0,0
2024,О ликвидации международных общественных объединений,О ликвидации международных общественных объединений,0,0,0.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,1,1,100.0,0,0.0,0,0,0.0,0,0
2020,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,О ликвидации местных религиозных организаций,О ликвидации местных религиозных организаций,44,44,100.0,0,0.0,4,0,0.0,0,0
2018,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,1,1,100.0,0,0.0,0,0,0.0,0,0
2022,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,О ликвидации иных организаций,О ликвидации иных организаций,1808,1751,96.0,57,3.0,80,0,0.0,32,0
2023,О ликвидации иных организаций,О ликвидации иных организаций,1181,1152,98.0,29,2.0,62,0,0.0,6,0
2019,О ликвидации иных организаций,О ликвидации иных организаций,2263,2185,96.0,78,3.0,99,0,0.0,105,0
2024,О ликвидации централизованных региональных религиозных организаций,О ликвидации централизованных региональных религиозных организаций,2,2,100.0,0,0.0,0,0,0.0,0,0
2018,О ликвидации иных организаций,О ликвидации иных организаций,1865,1782,95.5,83,4.5,93,0,0.0,9,0
2020,О ликвидации иных организаций,О ликвидации иных организаций,1719,1658,96.0,61,3.0,83,0,0.0,18,0
2022,О ликвидации иных организаций,О ликвидации иных организаций,2072,2004,96.0,68,3.0,116,0,0.0,18,0
2021,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",35,34,97.0,1,2.0,2,0,0.0,12,0
2023,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",17,17,100.0,0,0.0,4,0,0.0,0,0
2019,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",60,60,100.0,0,0.0,1,0,0.0,1000,16
2024,О ликвидации межрегиональных централизованных религиозных организаций,О ликвидации межрегиональных централизованных религиозных организаций,1,1,100.0,0,0.0,0,0,0.0,0,0
2018,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",35,34,97.1,1,2.9,2,0,0.0,0,0
2020,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",14,14,100.0,0,0.0,2,0,0.0,0,0
2022,"О запрете деятельности местных общественных объединений, не являющихся юридическими лицами","О запрете деятельности местных общественных объединений, не являющихся юридическими лицами",45,45,100.0,0,0.0,3,0,0.0,0,0
2021,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",1,1,100.0,0,0.0,0,0,0.0,0,0
2023,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",1,1,100.0,0,0.0,0,0,0.0,0,0
2019,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",0,0,0.0,0,0.0,0,0,0.0,0,0
2024,О ликвидации иных организаций,О ликвидации иных организаций,1137,1109,97.0,28,2.0,47,0,0.0,96,0
2018,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",0,0,0.0,0,0.0,0,0,0.0,0,0
2020,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",3,2,66.0,1,33.0,0,0,0.0,0,0
2022,"О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами","О запрете деятельности региональных общественных объединений, не являющихся юридическими лицами",2,2,100.0,0,0.0,0,0,0.0,0,0
