Год,Метка_норм,Категория дел,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2016,Об оспаривании нормативных правовых актов Президента России,Об оспаривании нормативных правовых актов Президента России,2,0,0.0,2,100.0,0,0,0.0,0,0
2017,Об оспаривании нормативных правовых актов Президента России,Об оспаривании нормативных правовых актов Президента России,5,0,0.0,5,100.0,0,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов Правительства РФ,Об оспаривании нормативных правовых актов Правительства РФ,56,6,10.0,50,89.0,7,0,0.0,9,2
2017,Об оспаривании нормативных правовых актов Правительства РФ,Об оспаривании нормативных правовых актов Правительства РФ,56,1,1.0,55,98.0,3,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов Генеральной прокуратуры РФ и Следственного комитета РФ,Об оспаривании нормативных правовых актов Генеральной прокуратуры РФ и Следственного комитета РФ,6,1,16.0,5,83.0,3,0,0.0,0,0
2017,Об оспаривании нормативных правовых актов Генеральной прокуратуры РФ и Следственного комитета РФ,Об оспаривании нормативных правовых актов Генеральной прокуратуры РФ и Следственного комитета РФ,3,0,0.0,3,100.0,0,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов Судебного департамента при Верховном Суде РФ,Об оспаривании нормативных правовых актов Судебного департамента при Верховном Суде РФ,4,0,0.0,4,100.0,0,0,0.0,0,0
2017,Об оспаривании нормативных правовых актов Судебного департамента при Верховном Суде РФ,Об оспаривании нормативных правовых актов Судебного департамента при Верховном Суде РФ,3,0,0.0,3,100.0,0,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов федеральных органов исполнительной власти,Об оспаривании нормативных правовых актов федеральных органов исполнительной власти,86,18,20.0,68,79.0,20,0,0.0,79,4
2017,Об оспаривании нормативных правовых актов федеральных органов исполнительной власти,Об оспаривании нормативных правовых актов федеральных органов исполнительной власти,92,21,22.0,71,77.0,13,0,0.0,118,6
2016,Об оспаривании нормативных правовых актов Центрального банка РФ,Об оспаривании нормативных правовых актов Центрального банка РФ,4,0,0.0,4,100.0,2,0,0.0,0,0
2017,Об оспаривании нормативных правовых актов Центрального банка РФ,Об оспаривании нормативных правовых актов Центрального банка РФ,3,0,0.0,3,100.0,0,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов государственных внебюджетных фондов и государственных корпораций,Об оспаривании нормативных правовых актов государственных внебюджетных фондов и государственных корпораций,16,9,56.0,7,43.0,3,0,0.0,56,6
2017,Об оспаривании нормативных правовых актов государственных внебюджетных фондов и государственных корпораций,Об оспаривании нормативных правовых актов государственных внебюджетных фондов и государственных корпораций,3,1,33.0,2,66.0,1,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов органов государственной власти субъектов Федерации и представительных органов муниципальных образований,Об оспаривании нормативных правовых актов органов государственной власти субъектов Федерации и представительных органов муниципальных образований,2235,1196,53.0,1039,46.0,670,0,0.0,340,0
2017,Об оспаривании нормативных правовых актов органов государственной власти субъектов Федерации и представительных органов муниципальных образований,Об оспаривании нормативных правовых актов органов государственной власти субъектов Федерации и представительных органов муниципальных образований,2108,1352,64.0,756,35.0,534,0,0.0,155,0
2016,Об оспаривании закона субъекта Федерации о роспуске муниципальных собраний,Об оспаривании закона субъекта Федерации о роспуске муниципальных собраний,21,15,71.0,6,28.0,1,0,0.0,0,0
2017,Об оспаривании закона субъекта Федерации о роспуске муниципальных собраний,Об оспаривании закона субъекта Федерации о роспуске муниципальных собраний,13,2,15.0,11,84.0,1,0,0.0,0,0
2016,"Об оспаривании нормативных правовых актов, принятых избирательными комиссиями","Об оспаривании нормативных правовых актов, принятых избирательными комиссиями",99,57,57.0,42,42.0,62,45,45.0,0,0
2017,"Об оспаривании нормативных правовых актов, принятых избирательными комиссиями","Об оспаривании нормативных правовых актов, принятых избирательными комиссиями",127,36,28.0,91,71.0,14,0,0.0,0,0
2016,Об оспаривании нормативных правовых актов по вопросам реализации избирательных прав,Об оспаривании нормативных правовых актов по вопросам реализации избирательных прав,98,53,54.0,45,45.0,46,0,0.0,0,0
2017,Об оспаривании нормативных правовых актов по вопросам реализации избирательных прав,Об оспаривании нормативных правовых актов по вопросам реализации избирательных прав,88,50,56.0,38,43.0,83,0,0.0,21,0
2016,"Об оспаривании актов органов государственной власти, содержащие разъяснения и обладающие нормативными свойствами","Об оспаривании актов органов государственной власти, содержащие разъяснения и обладающие нормативными свойствами",325,295,90.0,30,9.0,36,193,59.0,0,0
2017,"Об оспаривании актов органов государственной власти, содержащие разъяснения и обладающие нормативными свойствами","Об оспаривании актов органов государственной власти, содержащие разъяснения и обладающие нормативными свойствами",8,3,37.0,5,62.0,2,0,0.0,0,0
2016,"Об оспаривании актов иных наделенных публичными полномочиями органов, содержащие разъяснения законодательства и обладающие нормативными свойствами","Об оспаривании актов иных наделенных публичными полномочиями органов, содержащие разъяснения законодательства и обладающие нормативными свойствами",0,0,0.0,0,0.0,0,0,0.0,0,0
2017,"Об оспаривании актов иных наделенных публичными полномочиями органов, содержащие разъяснения законодательства и обладающие нормативными свойствами","Об оспаривании актов иных наделенных публичными полномочиями органов, содержащие разъяснения законодательства и обладающие нормативными свойствами",108,55,50.0,53,49.0,54,0,0.0,0,0
2016,"Об оспаривании решений, действий (бездействия) органов государственной власти","Об оспаривании решений, действий (бездействия) органов государственной власти",25651,11606,45.0,14045,54.0,5064,0,0.0,77893,7
2017,"Об оспаривании решений, действий (бездействия) органов государственной власти","Об оспаривании решений, действий (бездействия) органов государственной власти",29229,12067,41.0,17162,58.0,6329,0,0.0,23271,2
2016,"Об оспаривании решений, действий (бездействия) органов местного самоуправления","Об оспаривании решений, действий (бездействия) органов местного самоуправления",28955,19811,68.0,9144,31.0,6120,0,0.0,9986,1
2017,"Об оспаривании решений, действий (бездействия) органов местного самоуправления","Об оспаривании решений, действий (бездействия) органов местного самоуправления",28895,21073,72.0,7822,27.0,4860,0,0.0,3095,0
2016,Споры между местными органами самоуправления,Споры между местными органами самоуправления,22,13,59.0,9,40.0,15,0,0.0,0,0
2017,Споры между местными органами самоуправления,Споры между местными органами самоуправления,220,162,73.0,58,26.0,13,0,0.0,0,0
2016,"Об оспаривании решений, действий (бездействия) иных органов, наделенных отдельными государственными или иными публичными полномочиями","Об оспаривании решений, действий (бездействия) иных органов, наделенных отдельными государственными или иными публичными полномочиями",7973,3365,42.0,4608,57.0,2024,0,0.0,1815,1
2017,"Об оспаривании решений, действий (бездействия) иных органов, наделенных отдельными государственными или иными публичными полномочиями","Об оспаривании решений, действий (бездействия) иных органов, наделенных отдельными государственными или иными публичными полномочиями",12261,5197,42.0,7064,57.0,3334,0,0.0,18969,4
2016,"Об оспаривании решений, действий (бездействия) должностных лиц (не являющихся госслужащими) органов, организаций, наделенных отдельными государственными или иными публичными полномочиями","Об оспаривании решений, действий (бездействия) должностных лиц (не являющихся госслужащими) органов, организаций, наделенных отдельными государственными или иными публичными полномочиями",2234,780,34.0,1454,65.0,536,0,0.0,592,1
2017,"Об оспаривании решений, действий (бездействия) должностных лиц (не являющихся госслужащими) органов, организаций, наделенных отдельными государственными или иными публичными полномочиями","Об оспаривании решений, действий (бездействия) должностных лиц (не являющихся госслужащими) органов, организаций, наделенных отдельными государственными или иными публичными полномочиями",3036,904,29.0,2132,70.0,637,0,0.0,370,0
2016,"Об оспаривании решений, действий (бездействия) государственных служащих (кроме судебных приставов-исполнителей)","Об оспаривании решений, действий (бездействия) государственных служащих (кроме судебных приставов-исполнителей)",1985,737,37.0,1248,62.0,469,0,0.0,928,1
2017,"Об оспаривании решений, действий (бездействия) государственных служащих (кроме судебных приставов-исполнителей)","Об оспаривании решений, действий (бездействия) государственных служащих (кроме судебных приставов-исполнителей)",4033,1528,37.0,2505,62.0,1037,0,0.0,12665,8
2016,"О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя","О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя",36274,10862,29.0,25412,70.0,16939,0,0.0,23423,2
2017,"О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя","О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя",38764,11683,30.0,27081,69.0,18016,0,0.0,43553,4
2016,"О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя, связанного с применением мер принудительного исполнения","О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя, связанного с применением мер принудительного исполнения",475,263,55.0,212,44.0,141,0,0.0,50,0
2017,"О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя, связанного с применением мер принудительного исполнения","О признании незаконными решений, действий (бездействия) судебного пристава-исполнителя, связанного с применением мер принудительного исполнения",6411,1812,28.0,4599,71.0,2716,0,0.0,1194,1
2016,"Об оспаривании решения, действий (бездействия) муниципальных служащих","Об оспаривании решения, действий (бездействия) муниципальных служащих",0,0,0.0,0,0.0,0,0,0.0,0,0
2017,"Об оспаривании решения, действий (бездействия) муниципальных служащих","Об оспаривании решения, действий (бездействия) муниципальных служащих",672,398,59.0,274,40.0,179,0,0.0,130,0
2016,"Об оспаривании решений, действий (бездействия) квалификационных коллегий судей","Об оспаривании решений, действий (бездействия) квалификационных коллегий судей",79,14,17.0,65,82.0,16,0,0.0,55,4
2017,"Об оспаривании решений, действий (бездействия) квалификационных коллегий судей","Об оспаривании решений, действий (бездействия) квалификационных коллегий судей",47,8,17.0,39,83.0,5,0,0.0,3,0
2016,Об оспаривании решений и действий (бездействия) экзаменационных комиссий субъекта Федерации,Об оспаривании решений и действий (бездействия) экзаменационных комиссий субъекта Федерации,3,0,0.0,3,100.0,0,0,0.0,0,0
2017,Об оспаривании решений и действий (бездействия) экзаменационных комиссий субъекта Федерации,Об оспаривании решений и действий (бездействия) экзаменационных комиссий субъекта Федерации,2,1,50.0,1,50.0,0,0,0.0,0,0
2016,Об оспаривании решений и действий (бездействия) Высшей экзаменационной комиссии по приему квалификационного экзамена на должность судьи,Об оспаривании решений и действий (бездействия) Высшей экзаменационной комиссии по приему квалификационного экзамена на должность судьи,0,0,0.0,0,0.0,1,0,0.0,0,0
2017,Об оспаривании решений и действий (бездействия) Высшей экзаменационной комиссии по приему квалификационного экзамена на должность судьи,Об оспаривании решений и действий (бездействия) Высшей экзаменационной комиссии по приему квалификационного экзамена на должность судьи,0,0,0.0,0,0.0,0,0,0.0,0,0
2016,"Об оспаривании ненормативных правовых актов Президента России, Совета Федерации, Государственной Думы, Правительства РФ и Правительственной комиссии по контролю за осуществлением иностранных инвестиций в РФ","Об оспаривании ненормативных правовых актов Президента России, Совета Федерации, Государственной Думы, Правительства РФ и Правительственной комиссии по контролю за осуществлением иностранных инвестиций в РФ",4,1,25.0,3,75.0,1,0,0.0,0,0
2017,"Об оспаривании ненормативных правовых актов Президента России, Совета Федерации, Государственной Думы, Правительства РФ и Правительственной комиссии по контролю за осуществлением иностранных инвестиций в РФ","Об оспаривании ненормативных правовых актов Президента России, Совета Федерации, Государственной Думы, Правительства РФ и Правительственной комиссии по контролю за осуществлением иностранных инвестиций в РФ",5,0,0.0,5,100.0,0,0,0.0,0,0
2016,"Об оспаривании ненормативных правовых актов Министерства обороны РФ и иных федеральных органов, касающихся прав, свобод и охраняемых законом интересов военнослужащих и проходящих военные сборы","Об оспаривании ненормативных правовых актов Министерства обороны РФ и иных федеральных органов, касающихся прав, свобод и охраняемых законом интересов военнослужащих и проходящих военные сборы",13,4,30.0,9,69.0,9,0,0.0,0,0
2017,"Об оспаривании ненормативных правовых актов Министерства обороны РФ и иных федеральных органов, касающихся прав, свобод и охраняемых законом интересов военнослужащих и проходящих военные сборы","Об оспаривании ненормативных правовых актов Министерства обороны РФ и иных федеральных органов, касающихся прав, свобод и охраняемых законом интересов военнослужащих и проходящих военные сборы",3,0,0.0,3,100.0,2,0,0.0,0,0
2016,"Об оспаривании ненормативных правовых актов Генеральной прокуратуры России и Следственного комитета РФ, касающихся прав, свобод и охраняемых законом интересов военнослужащих","Об оспаривании ненормативных правовых актов Генеральной прокуратуры России и Следственного комитета РФ, касающихся прав, свобод и охраняемых законом интересов военнослужащих",1,1,100.0,0,0.0,2,0,0.0,8,8
2017,"Об оспаривании ненормативных правовых актов Генеральной прокуратуры России и Следственного комитета РФ, касающихся прав, свобод и охраняемых законом интересов военнослужащих","Об оспаривании ненормативных правовых актов Генеральной прокуратуры России и Следственного комитета РФ, касающихся прав, свобод и охраняемых законом интересов военнослужащих",0,0,0.0,0,0.0,0,0,0.0,0,0
2016,"О признании неправомочным состава законодательного (представительного) органа государственной власти субъекта Федерации, представительного органа муниципального образования","О признании неправомочным состава законодательного (представительного) органа государственной власти субъекта Федерации, представительного органа муниципального образования",15,9,60.0,6,40.0,2,0,0.0,0,0
2017,"О признании неправомочным состава законодательного (представительного) органа государственной власти субъекта Федерации, представительного органа муниципального образования","О признании неправомочным состава законодательного (представительного) органа государственной власти субъекта Федерации, представительного органа муниципального образования",13,10,76.0,3,23.0,0,0,0.0,0,0
2016,"Иные дела, возникающие из административных и иных публичных правоотношений","Иные дела, возникающие из административных и иных публичных правоотношений",9698,8167,84.0,1531,15.0,1219,156,1.0,10944,1
2017,"Иные дела, возникающие из административных и иных публичных правоотношений","Иные дела, возникающие из административных и иных публичных правоотношений",17278,14922,86.0,2356,13.0,2124,0,0.0,2448,0
2016,Оспаривание решений и действий (бездействия) в сфере налоговых и таможенных правоотношений,Оспаривание решений и действий (бездействия) в сфере налоговых и таможенных правоотношений,1519,747,49.0,772,50.0,253,0,0.0,4139,6
2017,Оспаривание решений и действий (бездействия) в сфере налоговых и таможенных правоотношений,Оспаривание решений и действий (бездействия) в сфере налоговых и таможенных правоотношений,2260,1190,52.0,1070,47.0,430,0,0.0,8979,8
2016,Оспаривание решений и действий (бездействия) в сфере градостроительных правоотношений,Оспаривание решений и действий (бездействия) в сфере градостроительных правоотношений,1114,718,64.0,396,35.0,199,0,0.0,482,1
2017,Оспаривание решений и действий (бездействия) в сфере градостроительных правоотношений,Оспаривание решений и действий (бездействия) в сфере градостроительных правоотношений,1629,989,60.0,640,39.0,274,0,0.0,383,0
2016,Оспаривание решений и действий (бездействия) в сфере природоохранных правоотношений,Оспаривание решений и действий (бездействия) в сфере природоохранных правоотношений,304,251,82.0,53,17.0,63,0,0.0,91,0
2017,Оспаривание решений и действий (бездействия) в сфере природоохранных правоотношений,Оспаривание решений и действий (бездействия) в сфере природоохранных правоотношений,1190,1007,84.0,183,15.0,230,0,0.0,365,0
2016,Оспаривание решений и действий (бездействия) в сфере кадастрового учета и регистрации прав на недвижимое имущество,Оспаривание решений и действий (бездействия) в сфере кадастрового учета и регистрации прав на недвижимое имущество,3589,1825,50.0,1764,49.0,906,0,0.0,669,0
2017,Оспаривание решений и действий (бездействия) в сфере кадастрового учета и регистрации прав на недвижимое имущество,Оспаривание решений и действий (бездействия) в сфере кадастрового учета и регистрации прав на недвижимое имущество,4208,2102,50.0,2106,50.0,949,0,0.0,336,0
2016,Оспаривание решений и действий (бездействия) в сфере лесных и водных правоотношений,Оспаривание решений и действий (бездействия) в сфере лесных и водных правоотношений,271,215,79.0,56,20.0,57,0,0.0,41,0
2017,Оспаривание решений и действий (бездействия) в сфере лесных и водных правоотношений,Оспаривание решений и действий (бездействия) в сфере лесных и водных правоотношений,342,296,86.0,46,13.0,23,0,0.0,0,0
2016,"Оспаривание решений и действий (бездействия) в сфере правоотношений, возникающих при пересечении государственной границы РФ","Оспаривание решений и действий (бездействия) в сфере правоотношений, возникающих при пересечении государственной границы РФ",0,0,0.0,0,0.0,0,0,0.0,0,0
2017,"Оспаривание решений и действий (бездействия) в сфере правоотношений, возникающих при пересечении государственной границы РФ","Оспаривание решений и действий (бездействия) в сфере правоотношений, возникающих при пересечении государственной границы РФ",1828,755,41.0,1073,58.0,214,0,0.0,11,0
2016,Оспаривание решений и действий (бездействия) из них в сфере миграционного учета,Оспаривание решений и действий (бездействия) из них в сфере миграционного учета,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Оспаривание решений и действий (бездействия) из них в сфере миграционного учета,Оспаривание решений и действий (бездействия) из них в сфере миграционного учета,909,338,37.0,571,62.0,108,0,0.0,0,0
2016,Оспаривание решений и действий (бездействия) в сфере иных правоотношений,Оспаривание решений и действий (бездействия) в сфере иных правоотношений,77913,34950,44.0,42963,55.0,24068,0,0.0,98683,3
2017,Оспаривание решений и действий (бездействия) в сфере иных правоотношений,Оспаривание решений и действий (бездействия) в сфере иных правоотношений,98707,47030,47.0,51677,52.0,28500,0,0.0,74418,2
2016,О привлечении судьи к административной ответственности,О привлечении судьи к административной ответственности,6,5,83.0,1,16.0,0,0,0.0,0,0
2017,О привлечении судьи к административной ответственности,О привлечении судьи к административной ответственности,6,5,83.0,1,16.0,0,0,0.0,0,0
2016,О признании незаконными предписаний прокурора,О признании незаконными предписаний прокурора,265,62,23.0,203,76.0,76,0,0.0,0,0
2017,О признании незаконными предписаний прокурора,О признании незаконными предписаний прокурора,388,99,25.0,289,74.0,149,0,0.0,0,0
2016,"Об оспаривании решения, действий (бездействия) органов военного управления","Об оспаривании решения, действий (бездействия) органов военного управления",10692,5136,48.0,5556,52.0,2070,0,0.0,76348,15
2017,"Об оспаривании решения, действий (бездействия) органов военного управления","Об оспаривании решения, действий (бездействия) органов военного управления",9613,4152,43.0,5461,56.0,2064,0,0.0,8916,2
2016,Об оспаривании решений об увольнении с военной службы,Об оспаривании решений об увольнении с военной службы,2035,616,30.0,1419,69.0,290,0,0.0,792,1
2017,Об оспаривании решений об увольнении с военной службы,Об оспаривании решений об увольнении с военной службы,1757,503,28.0,1254,71.0,183,0,0.0,166,0
2016,"Об оспаривании решений о назначении на должность, снижении в должности","Об оспаривании решений о назначении на должность, снижении в должности",81,21,25.0,60,74.0,20,0,0.0,0,0
2017,"Об оспаривании решений о назначении на должность, снижении в должности","Об оспаривании решений о назначении на должность, снижении в должности",102,21,20.0,81,79.0,18,0,0.0,0,0
2016,Об оспаривании решений о переводе по службе,Об оспаривании решений о переводе по службе,67,25,37.0,42,62.0,23,0,0.0,3,0
2017,Об оспаривании решений о переводе по службе,Об оспаривании решений о переводе по службе,75,19,25.0,56,74.0,39,0,0.0,0,0
2016,Об оспаривании решений о привлечении к дисциплинарной ответственности,Об оспаривании решений о привлечении к дисциплинарной ответственности,354,122,34.0,232,65.0,69,0,0.0,47,0
2017,Об оспаривании решений о привлечении к дисциплинарной ответственности,Об оспаривании решений о привлечении к дисциплинарной ответственности,335,106,31.0,229,68.0,104,0,0.0,4,0
2016,Об оспаривании решений о привлечении к материальной ответственности,Об оспаривании решений о привлечении к материальной ответственности,75,61,81.0,14,18.0,8,0,0.0,107,2
2017,Об оспаривании решений о привлечении к материальной ответственности,Об оспаривании решений о привлечении к материальной ответственности,76,58,76.0,18,23.0,13,0,0.0,444,8
2016,"Об оспаривании решений, повлекших необеспечение положенными видами довольствия","Об оспаривании решений, повлекших необеспечение положенными видами довольствия",1974,1384,70.0,590,29.0,642,0,0.0,46164,33
2017,"Об оспаривании решений, повлекших необеспечение положенными видами довольствия","Об оспаривании решений, повлекших необеспечение положенными видами довольствия",1650,939,56.0,711,43.0,408,0,0.0,3014,3
2016,"Об оспаривании решений, повлекших нарушение жилищных прав военнослужащих","Об оспаривании решений, повлекших нарушение жилищных прав военнослужащих",2201,1051,47.0,1150,52.0,251,0,0.0,3345,3
2017,"Об оспаривании решений, повлекших нарушение жилищных прав военнослужащих","Об оспаривании решений, повлекших нарушение жилищных прав военнослужащих",2466,1209,49.0,1257,51.0,284,0,0.0,1624,1
2016,"Об оспаривании решений, повлекших невыплату компенсации за наем жилья","Об оспаривании решений, повлекших невыплату компенсации за наем жилья",191,79,41.0,112,58.0,71,0,0.0,268,3
2017,"Об оспаривании решений, повлекших невыплату компенсации за наем жилья","Об оспаривании решений, повлекших невыплату компенсации за наем жилья",222,110,49.0,112,50.0,56,0,0.0,19,0
2016,Об оспаривании решений о невыплате денежных компенсаций при увольнении,Об оспаривании решений о невыплате денежных компенсаций при увольнении,24,7,29.0,17,70.0,2,0,0.0,49,7
2017,Об оспаривании решений о невыплате денежных компенсаций при увольнении,Об оспаривании решений о невыплате денежных компенсаций при увольнении,12,5,41.0,7,58.0,5,0,0.0,0,0
2016,Об оспаривании решений о невыплате надбавок за участие в боевых действиях,Об оспаривании решений о невыплате надбавок за участие в боевых действиях,39,30,76.0,9,23.0,21,0,0.0,0,0
2017,Об оспаривании решений о невыплате надбавок за участие в боевых действиях,Об оспаривании решений о невыплате надбавок за участие в боевых действиях,20,16,80.0,4,20.0,3,0,0.0,0,0
2016,Об оспаривании решений о невыплате жилищных субсидий,Об оспаривании решений о невыплате жилищных субсидий,165,81,49.0,84,50.0,25,0,0.0,3766,46
2017,Об оспаривании решений о невыплате жилищных субсидий,Об оспаривании решений о невыплате жилищных субсидий,135,73,54.0,62,45.0,23,0,0.0,32,0
2016,"Об оспаривании решений, повлекших нарушение прав военнослужащих при ипотечном кредитовании","Об оспаривании решений, повлекших нарушение прав военнослужащих при ипотечном кредитовании",121,92,76.0,29,24.0,11,0,0.0,12,0
2017,"Об оспаривании решений, повлекших нарушение прав военнослужащих при ипотечном кредитовании","Об оспаривании решений, повлекших нарушение прав военнослужащих при ипотечном кредитовании",142,91,64.0,51,35.0,30,0,0.0,2811,31
2016,"Об оспаривании решений, связанных с проведением публичного мероприятия","Об оспаривании решений, связанных с проведением публичного мероприятия",2385,1222,51.0,1163,48.0,537,0,0.0,262,0
2017,"Об оспаривании решений, связанных с проведением публичного мероприятия","Об оспаривании решений, связанных с проведением публичного мероприятия",2107,774,36.0,1333,63.0,269,0,0.0,1596,2
2016,Об оспаривании решения представительного органа муниципального образования о самороспуске,Об оспаривании решения представительного органа муниципального образования о самороспуске,15,9,60.0,6,40.0,2,0,0.0,0,0
2017,Об оспаривании решения представительного органа муниципального образования о самороспуске,Об оспаривании решения представительного органа муниципального образования о самороспуске,12,5,41.0,7,58.0,3,0,0.0,0,0
2017,Об оспаривании решения об удалении в отставку главы муниципального образования,Об оспаривании решения об удалении в отставку главы муниципального образования,39,23,59.0,16,41.0,2,0,0.0,0,0
2016,Об оспаривании решения об удалении в отставку главы муниципального образования,Об оспаривании решения об удалении в отставку главы муниципального образования,21,12,57.0,9,42.0,3,0,0.0,0,0
2017,О признании информационных материалов экстремистскими (кроме сети Интернет),О признании информационных материалов экстремистскими (кроме сети Интернет),16,16,100.0,0,0.0,0,0,0.0,0,0
2016,О признании информационных материалов экстремистскими (кроме сети Интернет),О признании информационных материалов экстремистскими (кроме сети Интернет),15,15,100.0,0,0.0,2,0,0.0,0,0
